Cluster,Unique Key,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,City,Borough
0,38743935,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10023,NEW YORK,MANHATTAN
0,29839916,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,NEW YORK,MANHATTAN
1,41076505,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,23223257,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
2,22489726,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10019,NEW YORK,MANHATTAN
0,26000130,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10467,BRONX,BRONX
2,33458193,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
0,28781609,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11222,BROOKLYN,BROOKLYN
0,35145430,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,RIDGEWOOD,QUEENS
1,32449001,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,NEW YORK,MANHATTAN
2,41805981,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
0,35359556,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,BROOKLYN,BROOKLYN
2,22484750,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11211,BROOKLYN,BROOKLYN
3,29798735,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,BRONX,BRONX
1,35468005,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10011,NEW YORK,MANHATTAN
2,27726061,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,32405100,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),10314,STATEN ISLAND,STATEN ISLAND
2,24830745,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,33474153,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,BROOKLYN,BROOKLYN
2,42245309,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
1,41473730,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,NEW YORK,MANHATTAN
0,32317718,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10027,NEW YORK,MANHATTAN
2,37472552,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11206,BROOKLYN,BROOKLYN
3,26548594,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,BRONX,BRONX
2,22948670,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11106,ASTORIA,QUEENS
1,32336835,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11234,BROOKLYN,BROOKLYN
3,42897162,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10473,BRONX,BRONX
0,26380667,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10002,NEW YORK,MANHATTAN
0,32176332,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10034,NEW YORK,MANHATTAN
0,35232809,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10024,NEW YORK,MANHATTAN
1,23371792,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10303,STATEN ISLAND,STATEN ISLAND
2,27383693,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,BRONX,BRONX
0,40288059,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11205,BROOKLYN,BROOKLYN
3,42865075,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
1,29430769,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11428,Queens Village,QUEENS
3,37751385,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,BRONX,BRONX
3,42502632,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,BRONX,BRONX
1,42732651,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10304,STATEN ISLAND,STATEN ISLAND
0,25978329,Department of Housing Preservation and Development,NONCONST,JANITOR-SUPER,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
3,29402758,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10467,BRONX,BRONX
2,24845951,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11416,Ozone Park,QUEENS
3,30546039,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,45037617,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11223,BROOKLYN,BROOKLYN
1,41515077,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
3,38890216,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,28969711,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,RIDGEWOOD,QUEENS
3,34842429,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,34788127,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
3,30779176,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,BRONX,BRONX
3,32714644,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,BRONX,BRONX
0,32314924,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,NEW YORK,MANHATTAN
2,40616326,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11206,BROOKLYN,BROOKLYN
1,29520523,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11377,Woodside,QUEENS
2,41036224,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
1,26579732,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11368,Corona,QUEENS
0,26837984,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,BRONX,BRONX
3,29549503,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,BRONX,BRONX
0,31063505,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10012,NEW YORK,MANHATTAN
2,24478857,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11222,BROOKLYN,BROOKLYN
2,24881844,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,BRONX,BRONX
3,38317469,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10472,BRONX,BRONX
1,38470857,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10301,STATEN ISLAND,STATEN ISLAND
2,35151799,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,BROOKLYN,BROOKLYN
2,40020337,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11220,BROOKLYN,BROOKLYN
0,32001042,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,BROOKLYN,BROOKLYN
0,34398592,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,SAINT ALBANS,QUEENS
2,37672096,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
0,28951954,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,BRONX,BRONX
3,26293150,Department of Housing Preservation and Development,NONCONST,CARBON MONOXIDE,RESIDENTIAL BUILDING,10461,BRONX,BRONX
2,35954432,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
2,27547221,Department of Housing Preservation and Development,GENERAL,DOORS,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,30564217,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10036,NEW YORK,MANHATTAN
2,37014952,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11224,BROOKLYN,BROOKLYN
1,37005495,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11429,Queens Village,QUEENS
1,29339462,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,Astoria,QUEENS
3,41765748,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,BRONX,BRONX
0,42612034,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,BRONX,BRONX
1,43139209,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11415,Kew Gardens,QUEENS
2,29807012,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11215,BROOKLYN,BROOKLYN
0,27686161,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455,BRONX,BRONX
0,33977210,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10010,NEW YORK,MANHATTAN
2,24680148,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,NEW YORK,MANHATTAN
2,35002878,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
1,36394840,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10305,STATEN ISLAND,STATEN ISLAND
3,22864827,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10469,BRONX,BRONX
2,24895982,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10026,NEW YORK,MANHATTAN
2,24000736,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,28868979,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,FAR ROCKAWAY,QUEENS
1,34761361,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,Astoria,QUEENS
2,26069099,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11234,BROOKLYN,BROOKLYN
0,37835247,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,NEW YORK,MANHATTAN
3,31072319,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10467,BRONX,BRONX
2,39583373,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
1,25030161,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MAIL-BOX,RESIDENTIAL BUILDING,11418,Richmond Hill,QUEENS
2,24366069,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11355,Flushing,QUEENS
2,29279359,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11236,BROOKLYN,BROOKLYN
1,25915966,Department of Housing Preservation and Development,PAINT - PLASTER,CABINETS,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
0,24243531,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),10012,NEW YORK,MANHATTAN
0,30657693,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,BROOKLYN,BROOKLYN
0,33514562,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,BRONX,BRONX
0,31272128,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,BROOKLYN,BROOKLYN
1,26557394,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11104,Sunnyside,QUEENS
3,25768903,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10456,BRONX,BRONX
2,29993956,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
0,29308755,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,NEW YORK,MANHATTAN
2,29978595,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11209,BROOKLYN,BROOKLYN
2,24841437,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,BROOKLYN,BROOKLYN
0,42500529,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,COLLEGE POINT,QUEENS
1,29617295,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11102,Astoria,QUEENS
2,32657164,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
1,37892354,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
3,45097585,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,BRONX,BRONX
0,27268959,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,BROOKLYN,BROOKLYN
2,22594749,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11421,WOODHAVEN,QUEENS
1,41011008,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
0,22691010,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CERAMIC-TILE,RESIDENTIAL BUILDING,10035,NEW YORK,MANHATTAN
0,22441359,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10314,STATEN ISLAND,STATEN ISLAND
0,45188468,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
2,30152920,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
2,27159402,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11435,Jamaica,QUEENS
0,39907345,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,BRONX,BRONX
3,25899208,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10467,BRONX,BRONX
3,29549090,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10459,BRONX,BRONX
0,37537843,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,JAMAICA,QUEENS
2,23362913,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11215,BROOKLYN,BROOKLYN
2,34267339,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11216,BROOKLYN,BROOKLYN
1,29744720,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11211,BROOKLYN,BROOKLYN
2,36439382,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
1,41144838,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
0,42589406,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10128,NEW YORK,MANHATTAN
3,26996138,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10463,BRONX,BRONX
2,25125232,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
2,27039234,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,32189187,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10023,NEW YORK,MANHATTAN
0,41305147,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,BROOKLYN,BROOKLYN
0,38948540,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,NEW YORK,MANHATTAN
2,22564206,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
